longitude;latitude;density
10.29763889;43.59013889;0.202219
10.29819444;43.59013889;0.976342
10.29847222;43.59013889;0.976342
10.29875;43.59013889;0.976342
10.29902778;43.59013889;0.976342
10.29930556;43.59013889;0.976342
10.29347222;43.59041667;0.202219
10.29486111;43.59041667;0.202219
10.29513889;43.59041667;0.202219
10.29541667;43.59041667;0.202219
10.29597222;43.59041667;0.202219
10.29625;43.59041667;0.202219
10.29652778;43.59041667;0.202219
10.29708333;43.59041667;0.202219
10.29736111;43.59041667;0.202219
10.29791667;43.59041667;0.976342
10.29819444;43.59041667;0.976342
10.29847222;43.59041667;0.976342
10.29875;43.59041667;0.976342
10.29902778;43.59041667;0.976342
10.29958333;43.59041667;0.976342
10.29986111;43.59041667;0.976342
10.30013889;43.59041667;0.976342
10.29319444;43.59069444;0.202219
10.29347222;43.59069444;0.202219
10.29486111;43.59069444;0.202219
10.29513889;43.59069444;0.202219
10.29569444;43.59069444;0.202219
10.29597222;43.59069444;0.202219
10.29625;43.59069444;0.202219
10.29652778;43.59069444;0.202219
10.29680556;43.59069444;0.202219
10.29708333;43.59069444;0.202219
10.29736111;43.59069444;0.202219
10.29791667;43.59069444;0.976342
10.29819444;43.59069444;0.976342
10.29847222;43.59069444;0.976342
10.29875;43.59069444;0.976342
10.29902778;43.59069444;0.976342
10.29958333;43.59069444;0.976342
10.29986111;43.59069444;0.976342
10.30013889;43.59069444;0.976342
10.30041667;43.59069444;0.976342
10.30069444;43.59069444;0.976342
10.30152778;43.59069444;0.976342
10.30180556;43.59069444;0.976342
10.29319444;43.59097222;0.202219
10.29347222;43.59097222;0.202219
10.29597222;43.59097222;0.202219
10.29625;43.59097222;0.202219
10.29652778;43.59097222;0.202219
10.29680556;43.59097222;0.202219
10.29708333;43.59097222;0.202219
10.29736111;43.59097222;0.202219
10.29763889;43.59097222;0.344872
10.29791667;43.59097222;0.344872
10.29819444;43.59097222;0.344872
10.29847222;43.59097222;0.344872
10.29875;43.59097222;0.344872
10.29902778;43.59097222;0.976342
10.29958333;43.59097222;0.976342
10.29986111;43.59097222;0.976342
10.30013889;43.59097222;0.976342
10.30041667;43.59097222;0.976342
10.30097222;43.59097222;0.976342
10.30125;43.59097222;0.976342
10.30152778;43.59097222;0.976342
10.30208333;43.59097222;0.976342
10.29486111;43.59125;0.202219
10.29513889;43.59125;0.202219
10.29652778;43.59125;0.202219
10.29680556;43.59125;0.202219
10.29708333;43.59125;0.202219
10.29736111;43.59125;0.202219
10.29763889;43.59125;0.344872
10.29791667;43.59125;0.344872
10.29819444;43.59125;0.344872
10.29847222;43.59125;0.344872
10.29875;43.59125;0.344872
10.29902778;43.59125;0.344872
10.29958333;43.59125;0.976342
10.29986111;43.59125;0.976342
10.30013889;43.59125;0.976342
10.30041667;43.59125;0.976342
10.30069444;43.59125;0.976342
10.30097222;43.59125;0.976342
10.30125;43.59125;0.976342
10.30152778;43.59125;0.976342
10.30180556;43.59125;0.976342
10.30208333;43.59125;0.976342
10.30236111;43.59125;0.976342
10.29319444;43.59152778;0.202219
10.29486111;43.59152778;0.202219
10.29513889;43.59152778;0.202219
10.29569444;43.59152778;0.202219
10.29597222;43.59152778;0.202219
10.29625;43.59152778;0.202219
10.29652778;43.59152778;0.202219
10.29680556;43.59152778;0.202219
10.29708333;43.59152778;0.202219
10.29763889;43.59152778;0.344872
10.29791667;43.59152778;0.344872
10.29875;43.59152778;0.344872
10.29902778;43.59152778;0.344872
10.29930556;43.59152778;0.976342
10.29958333;43.59152778;0.976342
10.29986111;43.59152778;0.976342
10.30013889;43.59152778;0.976342
10.30041667;43.59152778;0.976342
10.30069444;43.59152778;0.976342
10.30097222;43.59152778;0.976342
10.30125;43.59152778;0.976342
10.30152778;43.59152778;0.976342
10.30180556;43.59152778;0.976342
10.30208333;43.59152778;0.976342
10.30236111;43.59152778;0.976342
10.29458333;43.59180556;0.202219
10.29486111;43.59180556;0.202219
10.29597222;43.59180556;0.202219
10.29625;43.59180556;0.202219
10.29652778;43.59180556;0.202219
10.29680556;43.59180556;0.202219
10.29708333;43.59180556;0.202219
10.29736111;43.59180556;0.344872
10.29763889;43.59180556;0.344872
10.29930556;43.59180556;0.976342
10.29958333;43.59180556;0.976342
10.29986111;43.59180556;0.976342
10.30013889;43.59180556;0.976342
10.30041667;43.59180556;0.976342
10.30069444;43.59180556;0.976342
10.30097222;43.59180556;0.976342
10.30125;43.59180556;0.976342
10.30152778;43.59180556;0.976342
10.30180556;43.59180556;0.976342
10.30208333;43.59180556;0.976342
10.30236111;43.59180556;0.976342
10.29458333;43.59208333;0.202219
10.29486111;43.59208333;0.202219
10.29513889;43.59208333;0.202219
10.29541667;43.59208333;0.202219
10.29569444;43.59208333;0.202219
10.29597222;43.59208333;0.202219
10.29625;43.59208333;0.202219
10.29652778;43.59208333;0.202219
10.29680556;43.59208333;0.202219
10.29708333;43.59208333;0.344872
10.29736111;43.59208333;0.344872
10.29763889;43.59208333;0.344872
10.29819444;43.59208333;0.344872
10.29847222;43.59208333;0.344872
10.29875;43.59208333;0.344872
10.29902778;43.59208333;0.344872
10.29930556;43.59208333;0.976342
10.29958333;43.59208333;0.976342
10.29986111;43.59208333;0.976342
10.30013889;43.59208333;0.976342
10.30041667;43.59208333;0.976342
10.30097222;43.59208333;0.976342
10.30125;43.59208333;0.976342
10.30152778;43.59208333;0.976342
10.30180556;43.59208333;0.976342
10.30208333;43.59208333;0.976342
10.32458333;43.59208333;0.096836
10.29402778;43.59236111;0.202219
10.29430556;43.59236111;0.202219
10.29458333;43.59236111;0.202219
10.29513889;43.59236111;0.202219
10.29541667;43.59236111;0.202219
10.29569444;43.59236111;0.202219
10.29597222;43.59236111;0.202219
10.29625;43.59236111;0.202219
10.29652778;43.59236111;0.202219
10.29708333;43.59236111;0.344872
10.29736111;43.59236111;0.344872
10.29819444;43.59236111;0.344872
10.29847222;43.59236111;0.344872
10.29875;43.59236111;0.344872
10.29958333;43.59236111;0.976342
10.29986111;43.59236111;0.976342
10.30013889;43.59236111;0.976342
10.30041667;43.59236111;0.976342
10.30069444;43.59236111;0.976342
10.30097222;43.59236111;0.976342
10.30125;43.59236111;0.976342
10.30180556;43.59236111;0.976342
10.30208333;43.59236111;0.976342
10.32236111;43.59236111;0.096836
10.32263889;43.59236111;0.096836
10.29402778;43.59263889;0.202219
10.29430556;43.59263889;0.202219
10.29458333;43.59263889;0.202219
10.29486111;43.59263889;0.202219
10.29513889;43.59263889;0.202219
10.29541667;43.59263889;0.202219
10.29569444;43.59263889;0.202219
10.29597222;43.59263889;0.202219
10.29625;43.59263889;0.202219
10.29652778;43.59263889;0.202219
10.29680556;43.59263889;0.344872
10.29708333;43.59263889;0.344872
10.29736111;43.59263889;0.344872
10.29819444;43.59263889;0.344872
10.29847222;43.59263889;0.344872
10.29875;43.59263889;0.344872
10.30180556;43.59263889;0.976342
10.30208333;43.59263889;0.976342
10.29375;43.59291667;0.202219
10.29402778;43.59291667;0.202219
10.29430556;43.59291667;0.202219
10.29458333;43.59291667;0.202219
10.29486111;43.59291667;0.202219
10.29513889;43.59291667;0.202219
10.29541667;43.59291667;0.202219
10.29569444;43.59291667;0.202219
10.29597222;43.59291667;0.202219
10.29819444;43.59291667;0.344872
10.29847222;43.59291667;0.344872
10.29875;43.59291667;0.344872
10.29375;43.59319444;0.202219
10.29402778;43.59319444;0.202219
10.29430556;43.59319444;0.202219
10.29513889;43.59319444;0.202219
10.29541667;43.59319444;0.202219
10.29569444;43.59319444;0.202219
10.29597222;43.59319444;0.202219
10.32263889;43.59319444;0.096836
10.32291667;43.59319444;0.096836
10.32319444;43.59319444;0.096836
10.29236111;43.59347222;0.202219
10.29375;43.59347222;0.202219
10.29402778;43.59347222;0.202219
10.29430556;43.59347222;0.202219
10.29458333;43.59347222;0.202219
10.29486111;43.59347222;0.202219
10.29541667;43.59347222;0.202219
10.29569444;43.59347222;0.202219
10.32291667;43.59347222;0.096836
10.29375;43.59375;0.202219
10.29402778;43.59375;0.202219
10.29430556;43.59375;0.202219
10.29458333;43.59375;0.202219
10.29486111;43.59375;0.202219
10.29375;43.59402778;0.202219
10.29430556;43.59402778;0.202219
10.29458333;43.59402778;0.202219
10.29486111;43.59402778;0.202219
10.29513889;43.59402778;0.202219
10.29541667;43.59402778;0.202219
10.29347222;43.59430556;0.202219
10.29375;43.59430556;0.202219
10.29402778;43.59430556;0.202219
10.29430556;43.59430556;0.202219
10.29458333;43.59430556;0.202219
10.29513889;43.59430556;0.202219
10.29569444;43.59430556;0.202219
10.29347222;43.59458333;0.202219
10.29375;43.59458333;0.202219
10.29402778;43.59458333;0.202219
10.29430556;43.59458333;0.202219
10.29458333;43.59458333;0.202219
10.29375;43.59486111;0.202219
10.29402778;43.59486111;0.202219
10.29430556;43.59486111;0.202219
10.29458333;43.59486111;0.202219
10.29375;43.59513889;0.202219
10.29402778;43.59513889;0.202219
10.29430556;43.59513889;0.202219
10.29486111;43.59513889;0.202219
10.29541667;43.59513889;0.746334
10.29569444;43.59513889;0.746334
10.29375;43.59541667;0.202219
10.29402778;43.59541667;0.202219
10.29430556;43.59541667;0.202219
10.29486111;43.59541667;0.202219
10.29541667;43.59541667;0.746334
10.29569444;43.59541667;0.746334
10.29597222;43.59541667;0.746334
10.29736111;43.59541667;0.746334
10.29763889;43.59541667;0.746334
10.29347222;43.59569444;0.202219
10.29375;43.59569444;0.202219
10.29402778;43.59569444;0.202219
10.29430556;43.59569444;0.202219
10.29486111;43.59569444;0.202219
10.29541667;43.59569444;0.746334
10.29569444;43.59569444;0.746334
10.29597222;43.59569444;0.746334
10.29736111;43.59569444;0.746334
10.29763889;43.59569444;0.746334
10.29791667;43.59569444;0.746334
10.29347222;43.59597222;0.202219
10.29375;43.59597222;0.202219
10.29402778;43.59597222;0.202219
10.29430556;43.59597222;0.202219
10.29569444;43.59597222;0.746334
10.29597222;43.59597222;0.746334
10.29736111;43.59597222;0.746334
10.29763889;43.59597222;0.746334
10.29347222;43.59625;0.202219
10.29375;43.59625;0.202219
10.29402778;43.59625;0.202219
10.29513889;43.59625;0.746334
10.29541667;43.59625;0.746334
10.29569444;43.59625;0.746334
10.29597222;43.59625;0.746334
10.29625;43.59625;0.746334
10.29652778;43.59625;0.746334
10.29680556;43.59625;0.746334
10.29708333;43.59625;0.746334
10.29736111;43.59625;0.746334
10.29763889;43.59625;0.746334
10.29347222;43.59652778;0.202219
10.29375;43.59652778;0.202219
10.29402778;43.59652778;0.202219
10.29430556;43.59652778;0.202219
10.29486111;43.59652778;0.746334
10.29513889;43.59652778;0.746334
10.29541667;43.59652778;0.746334
10.29569444;43.59652778;0.746334
10.29597222;43.59652778;0.746334
10.29625;43.59652778;0.746334
10.29652778;43.59652778;0.746334
10.29680556;43.59652778;0.746334
10.29708333;43.59652778;0.746334
10.29736111;43.59652778;0.746334
10.29763889;43.59652778;0.746334
10.29347222;43.59680556;0.202219
10.29375;43.59680556;0.202219
10.29402778;43.59680556;0.202219
10.29430556;43.59680556;0.202219
10.29458333;43.59680556;0.746334
10.29486111;43.59680556;0.746334
10.29513889;43.59680556;0.746334
10.29541667;43.59680556;0.746334
10.29569444;43.59680556;0.746334
10.29597222;43.59680556;0.746334
10.29625;43.59680556;0.746334
10.29652778;43.59680556;0.746334
10.29291667;43.59708333;0.202219
10.29319444;43.59708333;0.202219
10.29347222;43.59708333;0.202219
10.29375;43.59708333;0.202219
10.29402778;43.59708333;0.202219
10.29458333;43.59708333;0.746334
10.29486111;43.59708333;0.746334
10.29541667;43.59708333;0.746334
10.29569444;43.59708333;0.746334
10.29597222;43.59708333;0.746334
10.29625;43.59708333;0.746334
10.29652778;43.59708333;0.746334
10.29263889;43.59736111;0.202219
10.29291667;43.59736111;0.202219
10.29319444;43.59736111;0.202219
10.29347222;43.59736111;0.202219
10.29375;43.59736111;0.202219
10.29402778;43.59736111;0.202219
10.29458333;43.59736111;0.033672
10.29486111;43.59736111;0.033672
10.29541667;43.59736111;0.746334
10.29569444;43.59736111;0.746334
10.29597222;43.59736111;0.746334
10.29625;43.59736111;0.746334
10.29652778;43.59736111;0.746334
10.29680556;43.59736111;0.746334
10.29708333;43.59736111;0.746334
10.29736111;43.59736111;0.746334
10.29263889;43.59763889;0.202219
10.29291667;43.59763889;0.202219
10.29319444;43.59763889;0.202219
10.29347222;43.59763889;0.202219
10.29375;43.59763889;0.202219
10.29458333;43.59763889;0.033672
10.29486111;43.59763889;0.033672
10.29513889;43.59763889;0.033672
10.29541667;43.59763889;0.033672
10.29569444;43.59763889;0.746334
10.29597222;43.59763889;0.746334
10.29625;43.59763889;0.746334
10.29652778;43.59763889;0.746334
10.29680556;43.59763889;0.746334
10.29708333;43.59763889;0.746334
10.29736111;43.59763889;0.746334
10.29763889;43.59763889;0.746334
10.29263889;43.59791667;0.202219
10.29291667;43.59791667;0.202219
10.29319444;43.59791667;0.202219
10.29347222;43.59791667;0.202219
10.29375;43.59791667;0.202219
10.29430556;43.59791667;0.033672
10.29458333;43.59791667;0.033672
10.29486111;43.59791667;0.033672
10.29513889;43.59791667;0.033672
10.29541667;43.59791667;0.033672
10.29569444;43.59791667;0.033672
10.29597222;43.59791667;0.033672
10.29652778;43.59791667;0.746334
10.29680556;43.59791667;0.746334
10.29708333;43.59791667;0.746334
10.29736111;43.59791667;0.746334
10.29263889;43.59819444;0.202219
10.29291667;43.59819444;0.202219
10.29347222;43.59819444;0.202219
10.29402778;43.59819444;0.033672
10.29430556;43.59819444;0.033672
10.29458333;43.59819444;0.033672
10.29486111;43.59819444;0.033672
10.29513889;43.59819444;0.033672
10.29541667;43.59819444;0.033672
10.29569444;43.59819444;0.033672
10.29597222;43.59819444;0.033672
10.29625;43.59819444;0.033672
10.29652778;43.59819444;0.033672
10.29736111;43.59819444;0.746334
10.29263889;43.59847222;0.202219
10.29291667;43.59847222;0.202219
10.29347222;43.59847222;0.202219
10.29375;43.59847222;0.033672
10.29402778;43.59847222;0.033672
10.29430556;43.59847222;0.033672
10.29458333;43.59847222;0.033672
10.29486111;43.59847222;0.033672
10.29541667;43.59847222;0.033672
10.29569444;43.59847222;0.033672
10.29597222;43.59847222;0.033672
10.29625;43.59847222;0.033672
10.29652778;43.59847222;0.033672
10.29680556;43.59847222;0.033672
10.29708333;43.59847222;0.033672
10.29736111;43.59847222;0.033672
10.29236111;43.59875;0.202219
10.29263889;43.59875;0.202219
10.29291667;43.59875;0.202219
10.29347222;43.59875;0.202219
10.29375;43.59875;0.033672
10.29402778;43.59875;0.033672
10.29430556;43.59875;0.033672
10.29458333;43.59875;0.033672
10.29486111;43.59875;0.033672
10.29513889;43.59875;0.033672
10.29541667;43.59875;0.033672
10.29569444;43.59875;0.033672
10.29597222;43.59875;0.033672
10.29708333;43.59875;0.033672
10.29180556;43.59902778;0.202219
10.29236111;43.59902778;0.202219
10.29263889;43.59902778;0.202219
10.29291667;43.59902778;0.202219
10.29319444;43.59902778;0.202219
10.29347222;43.59902778;0.202219
10.29375;43.59902778;0.033672
10.29402778;43.59902778;0.033672
10.29430556;43.59902778;0.033672
10.29458333;43.59902778;0.033672
10.29486111;43.59902778;0.033672
10.29513889;43.59902778;0.033672
10.29541667;43.59902778;0.033672
10.29569444;43.59902778;0.033672
10.29597222;43.59902778;0.033672
10.29625;43.59902778;0.033672
10.29652778;43.59902778;0.033672
10.29680556;43.59902778;0.033672
10.29708333;43.59902778;0.033672
10.29208333;43.59930556;0.202219
10.29236111;43.59930556;0.202219
10.29263889;43.59930556;0.202219
10.29291667;43.59930556;0.202219
10.29319444;43.59930556;0.202219
10.29347222;43.59930556;0.033672
10.29375;43.59930556;0.033672
10.29402778;43.59930556;0.033672
10.29430556;43.59930556;0.033672
10.29458333;43.59930556;0.033672
10.29486111;43.59930556;0.033672
10.29513889;43.59930556;0.033672
10.29541667;43.59930556;0.033672
10.29569444;43.59930556;0.033672
10.29597222;43.59930556;0.033672
10.29625;43.59930556;0.033672
10.29652778;43.59930556;0.033672
10.29708333;43.59930556;0.033672
10.29208333;43.59958333;0.202219
10.29236111;43.59958333;0.202219
10.29263889;43.59958333;0.202219
10.29291667;43.59958333;0.202219
10.29319444;43.59958333;0.202219
10.29347222;43.59958333;0.033672
10.29402778;43.59958333;0.033672
10.29430556;43.59958333;0.033672
10.29458333;43.59958333;0.033672
10.29486111;43.59958333;0.033672
10.29513889;43.59958333;0.033672
10.29541667;43.59958333;0.033672
10.29708333;43.59958333;0.033672
10.29208333;43.59986111;0.202219
10.29236111;43.59986111;0.202219
10.29263889;43.59986111;0.202219
10.29291667;43.59986111;0.202219
10.29319444;43.59986111;0.202219
10.29347222;43.59986111;0.033672
10.29375;43.59986111;0.033672
10.29402778;43.59986111;0.033672
10.29430556;43.59986111;0.033672
10.29458333;43.59986111;0.033672
10.29486111;43.59986111;0.033672
10.29513889;43.59986111;0.033672
10.29541667;43.59986111;0.033672
10.29680556;43.59986111;0.033672
10.29097222;43.60013889;0.202219
10.29208333;43.60013889;0.202219
10.29236111;43.60013889;0.202219
10.29263889;43.60013889;0.202219
10.29291667;43.60013889;0.202219
10.29319444;43.60013889;0.202219
10.29347222;43.60013889;0.033672
10.29375;43.60013889;0.033672
10.29430556;43.60013889;0.033672
10.29458333;43.60013889;0.033672
10.29513889;43.60013889;0.033672
10.29541667;43.60013889;0.033672
10.29680556;43.60013889;0.033672
10.29097222;43.60041667;0.202219
10.29125;43.60041667;0.202219
10.29208333;43.60041667;0.202219
10.29236111;43.60041667;0.202219
10.29263889;43.60041667;0.202219
10.29291667;43.60041667;0.202219
10.29319444;43.60041667;0.202219
10.29347222;43.60041667;0.033672
10.29375;43.60041667;0.033672
10.29402778;43.60041667;0.033672
10.29430556;43.60041667;0.033672
10.29458333;43.60041667;0.033672
10.29486111;43.60041667;0.033672
10.29513889;43.60041667;0.033672
10.29652778;43.60041667;0.033672
10.29680556;43.60041667;0.033672
10.29097222;43.60069444;0.202219
10.29125;43.60069444;0.202219
10.29236111;43.60069444;0.202219
10.29263889;43.60069444;0.202219
10.29291667;43.60069444;0.202219
10.29319444;43.60069444;0.202219
10.29430556;43.60069444;0.033672
10.29458333;43.60069444;0.033672
10.29486111;43.60069444;0.033672
10.29513889;43.60069444;0.033672
10.29541667;43.60069444;0.033672
10.29652778;43.60069444;0.033672
10.29680556;43.60069444;0.033672
10.29208333;43.60097222;0.202219
10.29291667;43.60097222;0.202219
10.29458333;43.60097222;0.033672
10.29486111;43.60097222;0.033672
10.29513889;43.60097222;0.033672
10.29541667;43.60097222;0.033672
10.29597222;43.60097222;0.033672
10.29652778;43.60097222;0.033672
10.29208333;43.60125;0.202219
10.29375;43.60125;0.033672
10.29402778;43.60125;0.033672
10.29458333;43.60125;0.033672
10.29486111;43.60125;0.033672
10.29513889;43.60125;0.033672
10.29541667;43.60125;0.033672
10.29569444;43.60125;0.033672
10.29597222;43.60125;0.033672
10.29625;43.60125;0.033672
10.29652778;43.60125;0.033672
10.35236111;43.60125;0.645572
10.35263889;43.60125;0.645572
10.35291667;43.60125;0.645572
10.35319444;43.60125;0.645572
10.35375;43.60125;0.645572
10.35402778;43.60125;0.645572
10.35458333;43.60125;0.645572
10.29097222;43.60152778;0.202219
10.29125;43.60152778;0.202219
10.29347222;43.60152778;0.033672
10.29375;43.60152778;0.033672
10.29402778;43.60152778;0.033672
10.29430556;43.60152778;0.033672
10.29458333;43.60152778;0.033672
10.29486111;43.60152778;0.033672
10.29652778;43.60152778;0.033672
10.35236111;43.60152778;0.645572
10.35263889;43.60152778;0.645572
10.35291667;43.60152778;0.645572
10.35319444;43.60152778;0.645572
10.35375;43.60152778;0.645572
10.35402778;43.60152778;0.645572
10.35430556;43.60152778;0.645572
10.35458333;43.60152778;0.645572
10.35486111;43.60152778;0.645572
10.35513889;43.60152778;0.645572
10.35652778;43.60152778;0.645572
10.35680556;43.60152778;0.645572
10.29125;43.60180556;0.202219
10.29152778;43.60180556;0.202219
10.29208333;43.60180556;0.202219
10.29236111;43.60180556;0.202219
10.29319444;43.60180556;0.033672
10.29430556;43.60180556;0.033672
10.35236111;43.60180556;0.645572
10.35263889;43.60180556;0.645572
10.35291667;43.60180556;0.645572
10.35319444;43.60180556;0.645572
10.35375;43.60180556;0.645572
10.35402778;43.60180556;0.645572
10.35458333;43.60180556;0.645572
10.35486111;43.60180556;0.645572
10.35513889;43.60180556;0.645572
10.35541667;43.60180556;0.645572
10.29041667;43.60208333;0.202219
10.29069444;43.60208333;0.202219
10.29097222;43.60208333;0.202219
10.29125;43.60208333;0.202219
10.29208333;43.60208333;0.202219
10.29236111;43.60208333;0.202219
10.31430556;43.60208333;0.096836
10.34930556;43.60208333;0.425491
10.29041667;43.60236111;0.202219
10.29069444;43.60236111;0.202219
10.29097222;43.60236111;0.202219
10.29125;43.60236111;0.202219
10.29180556;43.60236111;0.202219
10.29208333;43.60236111;0.202219
10.29236111;43.60236111;0.202219
10.29569444;43.60236111;0.033672
10.31402778;43.60236111;0.096836
10.31430556;43.60236111;0.096836
10.34958333;43.60236111;0.425491
10.35013889;43.60236111;0.425491
10.35041667;43.60236111;0.425491
10.35125;43.60236111;0.425491
10.35180556;43.60236111;0.425491
